# Time-averaged data for fix 1com
# TimeStep Number-of-rows
# Row c_com[1] c_com[2] c_com[3]
0 10
2 11.5962 20.912 11.6657
3 60.2844 80.0206 76.7143
4 78.8562 73.1354 68.1793
5 12.2632 18.1738 15.5277
6 17.6179 11.4978 20.2796
7 61.6511 85.9287 77.3057
8 62.4045 88.5982 -4.30156
9 60.8374 83.7369 76.9611
10 -8.215 73.3099 64.7331
3592 10
1 -70.9899 18.7046 20.5902
2 12.166 21.1318 12.3613
3 60.6426 80.5013 76.6519
4 78.7033 73.4011 68.1929
5 12.7823 18.5762 16.134
6 16.0706 11.9719 20.366
7 62.0801 85.6921 76.7798
8 62.9941 88.6001 -4.51361
9 60.5438 84.4491 76.9902
10 -9.27438 74.0553 64.7272
3596 10
1 -69.7707 19.5199 20.5479
2 11.6425 20.3731 12.2989
3 60.5956 80.7154 77.425
4 78.0385 72.2172 68.3626
5 12.9592 18.919 15.9301
6 17.0701 11.9449 20.2354
7 61.4041 86.8635 76.5613
8 62.3203 89.9418 -4.73525
9 60.2812 84.9724 77.2038
10 -9.27946 73.0212 64.5419
3600 10
1 -69.9462 19.1406 20.4973
2 11.763 20.9403 12.3935
3 61.5372 81.0585 77.0576
4 77.1383 71.2811 68.5258
5 12.8912 19.27 15.9337
6 17.3593 11.6833 20.09
7 61.4066 87.3251 77.6678
8 61.4975 90.3085 -3.52096
9 60.5693 85.1296 77.4757
10 -9.6231 72.4679 65.0234
3604 10
1 -70.1849 18.7015 20.7118
2 10.8526 21.808 12.2522
3 62.576 81.2842 76.3566
4 77.3044 71.7506 69.342
5 11.8599 19.4884 16.1171
6 17.2219 11.4713 20.2691
7 61.0949 87.9906 77.4102
8 60.7194 91.0958 -4.21813
9 60.5012 85.4334 77.1652
10 -9.96964 73.2514 66.0603
3608 10
1 -70.0496 17.354 21.0848
2 10.97 20.4652 12.8524
3 62.1738 82.0063 76.9142
4 76.5889 72.8796 69.035
5 12.3438 18.4314 16.4876
6 17.5939 10.8237 20.9108
7 60.8369 88.6782 77.5824
8 61.0193 91.7664 -4.52171
9 60.282 86.392 76.6912
10 -10.6243 73.8711 65.7746
3612 10
1 -69.532 18.119 21.1125
2 9.38979 20.863 13.2076
3 60.2807 82.4752 78.3661
4 76.5524 73.3798 69.214
5 12.3948 19.0783 16.5287
6 18.9759 10.7659 20.9842
7 60.3201 88.629 77.7856
8 61.4069 91.8047 -5.14476
9 59.4736 86.7461 77.6237
10 -11.2432 74.6181 66.5728
3616 10
1 -69.4567 18.814 20.3129
2 8.80054 20.4433 13.2048
3 59.5128 82.7714 78.33
4 76.118 73.4831 69.3319
5 11.7844 19.913 15.8933
6 17.6486 11.7626 19.6603
7 60.1439 88.5749 77.6445
8 60.6494 91.7233 -5.65416
9 59.2097 86.9658 77.2285
10 -11.62 74.5418 66.1516
3620 10
1 -69.356 19.3898 19.3678
2 8.74572 20.2159 13.3583
3 59.8212 82.7891 78.8377
4 76.2548 73.315 70.1619
5 12.165 20.163 15.398
6 17.9045 12.4795 19.1541
7 59.5468 88.9078 77.4781
8 60.3449 91.7339 -5.96831
9 58.9298 86.8142 77.7147
10 -12.2545 74.5022 67.0441
3624 10
1 -69.6578 19.9578 19.3488
2 7.51844 20.0106 14.1829
3 60.2701 82.8924 78.4362
4 76.0206 73.0201 69.5123
5 10.9103 20.2836 15.9316
6 16.3978 12.4535 18.9006
7 58.7 89.5579 77.4929
8 60.8434 91.9374 -5.96402
9 58.4749 86.7888 77.5088
10 -12.8789 74.661 67.1806
3628 10
1 -69.4879 18.7119 19.4126
2 7.21532 19.2075 14.3874
3 60.8246 83.2224 78.6933
4 76.1379 72.9678 69.5988
5 10.6501 19.7692 16.1886
6 16.5805 11.633 18.7443
7 59.634 89.6048 77.4974
8 61.2215 92.4784 -5.7736
9 58.8565 87.0435 77.7581
10 -12.7802 74.2168 66.7965
3632 10
1 -69.4301 17.3667 20.1542
2 7.95405 19.5943 13.8706
3 61.1134 83.1316 78.8688
4 76.7508 73.7435 69.182
5 10.9833 18.8481 16.4408
6 15.8743 11.2005 19.537
7 59.7568 89.3049 77.7489
8 61.4652 92.7427 -5.68853
9 59.2747 86.9944 77.9607
10 -12.1183 74.0062 66.7713
3636 10
1 -69.4691 17.3911 21.0365
2 7.85425 18.7148 14.9568
3 60.7172 82.2797 79.0223
4 76.7918 73.7011 69.4717
5 11.0743 18.6912 17.0322
6 15.4013 10.9886 20.6118
7 60.4354 88.8357 77.9325
8 60.9942 91.998 -5.30801
9 59.6995 86.3073 78.7887
10 -11.6061 73.2365 66.9091
3640 10
1 -70.4033 17.6307 20.4409
2 7.20207 18.4548 15.1984
3 60.3897 82.4924 79.6224
4 76.5901 72.7498 69.3495
5 10.241 18.2803 16.851
6 14.9171 10.5737 20.0301
7 60.3933 89.0037 77.6609
8 60.7314 92.3453 -6.11497
9 59.6865 86.53 78.8988
10 -12.3763 73.1044 67.1755
3644 10
1 -70.1706 17.7117 20.562
2 7.30127 18.447 15.4146
3 60.2845 82.2701 79.1644
4 76.1374 73.0687 69.5676
5 10.6983 18.3757 16.9059
6 15.3222 10.8422 20.5234
7 59.4276 89.2317 77.8178
8 60.7903 92.1139 -5.7569
9 58.8014 86.1171 78.5001
10 -12.1063 73.2459 66.8267
3648 10
1 -69.2389 17.5527 19.968
2 8.63531 19.2147 13.5989
3 60.1046 82.121 79.077
4 75.5986 73.0231 70.7504
5 11.7698 18.8042 15.9938
6 15.4804 11.6151 19.9031
7 59.1566 88.736 78.3113
8 60.8339 92.1574 -6.31646
9 58.5148 86.3065 78.295
10 -11.44 72.7641 67.0904
3652 10
1 -69.3534 19.2766 19.7596
2 8.24827 20.1947 13.6315
3 59.5401 81.7643 79.1222
4 75.2627 72.7103 70.5767
5 11.6283 19.3177 15.3332
6 15.4013 12.405 19.7365
7 59.3253 88.7946 78.1553
8 60.8057 91.8466 -6.30508
9 58.1966 86.1563 78.6087
10 -11.5792 72.2264 66.9888
3656 10
1 -69.9398 20.5496 20.8516
2 8.068 20.7817 14.6207
3 58.9137 82.3952 80.1502
4 75.0376 72.8504 69.8196
5 11.4307 20.1147 16.4444
6 16.1631 13.3177 20.6179
7 58.2119 89.1687 78.2949
8 60.537 91.8679 -6.33142
9 58.4975 86.4783 79.2543
10 -11.9444 73.139 65.9652
3660 10
1 -70.2516 20.29 22.2118
2 7.28659 21.3631 16.0547
3 59.977 83.3339 79.9315
4 75.6561 72.7843 69.54
5 10.5816 20.4797 17.837
6 15.5326 13.6097 22.2376
7 58.9146 90.6804 79.6811
8 60.948 93.1999 -5.71496
9 58.9369 87.474 79.5229
10 -12.3004 73.0658 66.1887
3664 10
1 -69.4286 20.6173 22.4062
2 7.83838 21.3524 16.9608
3 59.6087 84.2592 80.0821
4 75.3059 72.7202 70.1957
5 10.8473 21.0296 18.4704
6 15.3274 13.5739 23.3268
7 58.9088 91.4394 80.1752
8 62.2394 93.6733 -5.70792
9 58.3979 88.3948 79.8442
10 -12.1359 71.9412 67.2304
3668 10
1 -69.3977 19.8869 22.45
2 6.89295 22.2142 17.8782
3 59.5186 83.7738 80.0574
4 75.7846 72.3707 71.0595
5 10.3955 20.6916 19.2447
6 14.6486 13.0196 22.8194
7 58.6105 90.9776 80.0973
8 61.3714 94.354 -5.07242
9 57.6685 87.9976 79.7626
10 -10.7511 70.413 68.0058
3672 10
1 -69.9531 19.3257 22.2358
2 7.01634 22.2722 16.5374
3 58.9949 83.7262 79.8776
4 76.0548 72.8995 70.6475
5 9.79954 20.8854 18.7764
6 14.4231 12.563 22.3602
7 58.2875 91.0145 79.7626
8 60.5336 94.0892 -4.70023
9 57.6341 88.3624 80.0529
10 -10.3659 70.2962 68.0177
3676 10
1 -69.1325 19.4666 21.8034
2 7.40573 23.1662 16.3738
3 57.8007 83.5552 78.7653
4 76.4539 73.388 70.5175
5 10.5337 20.8033 18.6105
6 15.7527 12.8033 21.8302
7 58.3208 90.5207 79.4842
8 60.9007 93.7979 -5.86271
9 57.3981 87.8742 78.9293
10 -10.6845 71.0674 68.1786
3680 10
1 -69.2898 19.1692 21.128
2 7.18478 23.0265 16.1132
3 56.8841 84.0858 78.742
4 77.0649 73.1743 71.604
5 10.3042 20.9755 18.5643
6 15.7602 12.5192 21.4736
7 57.696 91.0174 78.1188
8 60.0759 93.9744 -6.83324
9 55.7765 88.5918 77.9604
10 -10.2742 70.5255 69.0684
3684 10
1 -68.8714 19.4424 20.7326
2 7.33154 23.6772 16.6083
3 55.8207 83.8445 79.3165
4 76.7668 72.9415 71.7706
5 10.5631 21.3655 18.301
6 15.5918 12.417 21.319
7 56.7603 90.6484 78.4841
8 59.5951 93.3327 -6.34387
9 55.5121 88.4304 78.5604
10 -10.2079 70.6366 68.9658
3688 10
1 -67.691 19.5118 20.4765
2 7.56078 23.9518 16.6053
3 55.8086 83.8763 79.059
4 76.5864 72.8949 71.3987
5 11.2804 21.7333 18.0401
6 15.6711 12.4869 21.4905
7 57.5141 90.4072 78.0821
8 60.0402 92.8562 -6.09529
9 55.3533 88.0916 78.5012
10 -9.11345 70.3656 67.8109
3692 10
1 -67.581 19.2758 20.6155
2 7.62036 21.525 16.1458
3 56.3865 83.6464 78.3231
4 76.653 73.0973 71.5369
5 11.0998 19.813 18.0792
6 16.2251 12.2848 21.4168
7 57.5575 89.9923 78.3931
8 60.2536 92.3212 -6.10406
9 56.6182 88.0027 78.5655
10 -8.64044 71.6351 68.5409
3696 10
1 -67.7648 19.2256 20.82
2 7.86698 21.424 15.2607
3 56.1666 84.2438 79.0275
4 76.5414 73.9029 71.7164
5 11.3653 20.5596 17.3115
6 16.8034 11.9484 20.8327
7 57.7026 90.6854 78.1737
8 60.4513 93.2781 -5.40199
9 57.1702 88.4513 78.9426
10 -8.70439 71.8129 68.3576
3700 10
1 -67.1322 17.937 21.2096
2 9.11713 21.4035 14.6403
3 56.7512 84.2232 79.3748
4 76.4621 74.62 71.4097
5 12.1267 20.6073 16.9913
6 17.7842 11.5627 20.4295
7 57.7545 90.9493 78.3939
8 60.5232 93.5594 -5.51106
9 56.7744 88.5904 78.4174
10 -8.51231 71.8374 68.6415
3704 10
1 -66.8722 18.4733 20.6791
2 9.27877 22.4572 13.4095
3 56.9655 84.3311 80.2518
4 76.1324 74.3277 71.6636
5 12.4113 21.3284 16.5603
6 17.5342 11.7554 20.1141
7 57.6527 91.1013 78.8042
8 60.893 92.9843 -5.60562
9 56.5342 88.5015 79.3451
10 -9.22936 72.1952 68.4135
3708 10
1 -67.4159 18.4975 20.2986
2 8.82976 23.0719 14.0849
3 56.3418 84.1529 79.5566
4 77.1547 74.3911 71.616
5 11.6719 21.2352 17.7276
6 16.8651 12.4035 19.7913
7 56.9335 91.4855 78.4394
8 59.8385 93.406 -5.72185
9 55.8599 88.4884 79.6447
10 -8.09535 71.6484 68.007
3712 10
1 -66.8795 18.7489 20.1033
2 8.14855 22.0561 14.8428
3 56.3912 83.716 79.2358
4 77.3652 74.6258 71.5249
5 11.8168 21.4988 17.821
6 16.0581 13.5876 20.7513
7 57.0857 91.016 78.09
8 59.9055 93.2706 -6.41884
9 56.0042 88.3035 79.131
10 -8.1889 71.8753 67.981
3716 10
1 -66.7931 20.3115 20.5039
2 7.59139 21.5056 16.8879
3 56.1344 83.6892 79.4563
4 76.9371 73.8638 70.4167
5 11.6976 21.9049 18.6149
6 16.1307 14.8128 21.7526
7 56.4897 90.7909 77.8964
8 59.648 92.5982 -6.5093
9 55.596 87.5711 77.7881
10 -7.96081 71.7458 67.1894
3720 10
1 -66.922 20.2267 21.2173
2 6.78379 22.1659 17.5525
3 55.5602 83.4141 78.2523
4 76.3707 74.0211 69.8164
5 11.5048 22.1838 19.4095
6 15.8302 15.0794 22.845
7 56.1354 90.5025 76.9301
8 58.777 92.832 -6.961
9 55.1887 87.406 77.6145
10 -8.80449 71.515 67.0883
3724 10
1 -67.4473 20.1556 20.653
2 6.74862 21.5695 17.4601
3 55.2601 83.2728 79.1013
4 76.0979 73.8683 70.2406
5 10.7087 22.8736 19.1627
6 15.536 15.4327 22.3077
7 55.4844 90.2878 77.1977
8 58.9348 92.3581 -6.97435
9 54.7072 86.8478 77.5934
10 -8.09886 72.2261 67.2683
3728 10
1 -67.1954 20.4057 20.9825
2 7.87614 22.5079 16.2444
3 54.5734 84.1023 79.3779
4 76.1207 74.104 71.2301
5 11.5788 22.6614 18.634
6 15.803 15.2813 21.986
7 55.6339 91.1696 77.6225
8 58.9724 93.0483 -6.28567
9 54.5881 88.1215 78.8576
10 -8.58583 71.8486 68.1442
3732 10
1 -66.4515 19.7277 20.3884
2 9.10621 22.9775 15.955
3 55.1366 83.9583 79.1978
4 75.251 74.4994 71.6202
5 12.6512 22.3344 17.8261
6 16.1287 14.8914 21.6331
7 55.4269 91.2714 76.9342
8 57.5743 93.6191 -6.86762
9 54.6125 88.0698 78.5003
10 -8.87301 72.5099 68.8222
3736 10
1 -66.6997 20.0773 20.7235
2 9.54336 22.8449 15.4104
3 55.1991 84.731 79.2526
4 75.2344 72.8218 71.6941
5 12.389 20.7009 17.6588
6 16.5058 14.1789 21.0864
7 55.4311 91.792 77.0122
8 58.0138 93.7722 -6.63748
9 54.2319 88.5868 78.2185
10 -8.78608 72.0972 69.4766
3740 10
1 -67.5413 20.1037 20.1606
2 9.2429 22.3659 14.7266
3 55.2815 85.0424 77.9476
4 75.0806 73.0601 71.1217
5 11.8531 20.4424 17.3283
6 15.9149 14.4166 20.8687
7 55.6822 91.8136 76.0901
8 58.0431 93.9446 -7.25417
9 54.5316 89.1498 77.1336
10 -8.41705 71.7477 69.7373
3744 10
1 -67.3403 20.0714 19.2291
2 8.87019 22.0478 14.6416
3 54.8904 84.8113 77.4838
4 75.0833 73.9855 71.3323
5 12.0225 19.6418 16.909
6 16.2134 13.8676 20.5392
7 55.7852 91.855 75.7398
8 57.5522 93.9215 -7.31185
9 54.1777 89.17 76.0672
10 -9.2806 71.9681 70.0026
3748 10
1 -67.4952 19.5912 19.0061
2 9.55585 21.0456 13.635
3 54.3905 85.9922 77.2761
4 74.2337 73.7358 71.6388
5 12.1513 20.6994 16.2197
6 15.3982 14.4329 19.8669
7 55.7603 92.4562 76.3203
8 58.3366 94.0715 -6.66033
9 54.7476 89.5644 76.2421
10 -9.57116 71.925 69.9991
3752 10
1 -67.6489 20.0925 19.0538
2 10.0055 20.4152 12.2759
3 54.7487 85.8488 77.6014
4 74.4228 74.4246 72.2574
5 11.8821 20.0995 16.0335
6 16.274 14.1541 19.1828
7 55.8811 92.5684 76.3265
8 58.2767 93.9015 -6.27427
9 55.0288 89.5727 76.4278
10 -10.3677 72.676 70.7994
3756 10
1 -67.6549 19.3065 19.5221
2 9.3933 20.6423 11.7827
3 54.7275 85.4108 77.6821
4 74.1892 73.98 73.4559
5 11.1786 20.9369 16.0172
6 15.9323 14.3739 18.4286
7 55.0665 93.23 76.9843
8 58.1912 93.8383 -6.39549
9 55.5854 89.222 76.9374
10 -9.98814 72.3575 70.8279
3760 10
1 -67.8749 20.0234 18.2566
2 9.52165 19.9321 11.7933
3 54.5288 85.9335 76.9463
4 74.7227 74.3315 73.8713
5 10.9642 20.4367 15.8686
6 16.3889 14.0233 18.1963
7 55.183 93.4498 77.1286
8 58.7137 94.4765 -6.13643
9 55.5665 89.7112 77.2499
10 -9.11681 72.1182 71.4428
3764 10
1 -68.4152 19.4733 17.9376
2 9.30377 20.0892 11.2148
3 54.6212 86.3259 76.9087
4 75.1161 73.4481 73.633
5 10.4713 19.508 14.9253
6 16.1606 13.1856 17.7865
7 56.7823 92.2659 77.6598
8 59.478 94.6066 -6.64951
9 56.9232 89.7989 77.4641
10 -9.86206 71.3071 71.1039
3768 10
1 -68.435 20.2652 17.5914
2 9.21263 20.2961 10.8544
3 55.2238 86.8675 75.8066
4 75.4247 74.0999 73.0426
5 11.3347 20.0193 14.2543
6 16.2858 13.3337 16.9108
7 57.128 92.8265 77.4512
8 60.0215 94.4453 -6.18416
9 56.9537 90.0513 77.2124
10 -9.58716 72.2041 70.5918
3772 10
1 -67.8623 20.4184 17.2793
2 9.33093 20.3736 10.055
3 55.792 86.1692 76.6265
4 74.941 74.6269 72.8247
5 11.4536 20.0002 13.9692
6 16.4894 14.3336 16.0427
7 56.9251 91.9755 76.9249
8 59.8129 94.1886 -6.4053
9 56.8914 89.7203 77.266
10 -10.0005 72.5428 70.4373
3776 10
1 -67.8267 21.3377 17.2468
2 10.345 19.7835 10.6034
3 56.2121 86.2258 77.974
4 74.9734 74.9585 73.2134
5 12.4318 19.4558 14.0166
6 17.4936 13.6648 16.4379
7 57.3702 92.59 77.4199
8 60.9324 94.4309 -7.64381
9 57.0255 89.9016 77.4021
10 -10.5539 72.0412 71.3943
3780 10
1 -67.1669 20.8461 18.5932
2 11.0782 20.3455 10.7139
3 56.0892 86.5374 77.3302
4 74.7562 74.9859 72.503
5 12.2283 19.8038 14.9391
6 18.2803 13.9219 16.7263
7 57.6981 92.4554 77.1394
8 61.066 94.6995 -7.6802
9 57.0156 90.0945 77.0546
10 -10.4294 71.274 70.6615
3784 10
1 -66.9232 20.2559 19.2987
2 11.2552 19.9876 11.0016
3 55.9468 86.5936 76.0785
4 74.5776 73.5086 72.6205
5 13.1164 19.556 14.556
6 18.2436 13.9276 17.0278
7 57.4657 92.3412 75.9909
8 59.5869 95.6397 -7.90459
9 56.6772 90.2704 75.6151
10 -10.9028 70.3162 71.1202
3788 10
1 -67.7816 20.4479 18.7888
2 10.7267 18.9728 10.8883
3 55.075 87.4768 77.036
4 73.8559 73.4291 71.8497
5 11.8073 19.2542 14.5984
6 17.571 13.7978 17.3606
7 57.9756 92.5568 76.5825
8 59.5647 96.3857 -7.88485
9 56.3979 90.9227 75.7956
10 -11.9966 70.0395 70.4755
3792 10
1 -68.5593 20.7933 18.5996
2 10.5796 19.4678 10.5174
3 54.9539 87.7456 77.3489
4 72.8488 73.0506 72.1138
5 11.8819 19.1953 14.2348
6 16.9722 14.1799 17.6661
7 57.3404 93.2825 76.3967
8 59.4663 96.6047 -7.75148
9 56.4333 91.0091 75.6635
10 -13.0547 69.4795 70.5183
3796 10
1 -68.0016 20.3848 18.191
2 10.445 19.6408 9.77041
3 54.8299 87.8764 78.0292
4 73.634 72.625 72.3453
5 12.1636 19.2842 13.2975
6 17.2711 14.1689 17.0036
7 56.8602 94.0011 75.5134
8 59.7417 96.7311 -8.12153
9 55.2936 91.4892 76.3439
10 -11.7305 70.0021 70.2128
3800 10
1 -68.7657 20.077 17.3809
2 10.1217 20.095 9.12618
3 55.4036 87.1107 77.3817
4 73.921 72.9575 72.9418
5 11.1533 19.1645 12.7959
6 16.4587 14.455 16.216
7 56.4079 94.2426 76.1492
8 59.7388 96.6731 -8.20159
9 55.6267 90.8952 76.5429
10 -11.3959 69.8812 70.9266
3804 10
1 -68.1705 19.7809 17.4789
2 9.92981 20.3049 9.73232
3 55.5981 87.1038 77.5447
4 74.2121 73.4553 73.665
5 11.5377 19.4857 13.0596
6 16.8924 14.1151 16.4473
7 57.0723 94.2933 76.9313
8 60.0154 97.3445 -7.10966
9 56.1345 91.1299 77.695
10 -11.3827 70.3322 71.6576
3808 10
1 -67.0789 19.6663 17.9329
2 11.034 19.086 9.82384
3 54.89 87.5004 79.1042
4 73.9679 72.771 74.3718
5 12.1678 18.7152 13.5613
6 17.1744 13.1897 17.1868
7 56.771 93.709 76.3066
8 60.2022 97.035 -7.4815
9 55.8555 91.1085 77.9842
10 -11.0147 69.8333 72.3354
3812 10
1 -67.288 20.0516 17.3924
2 11.6407 19.3746 9.60524
3 54.9047 87.7124 79.224
4 73.1821 72.7461 75.5538
5 13.1543 18.5317 12.9209
6 17.4664 13.5559 17.2696
7 56.5734 94.2678 77.8797
8 60.2375 96.7859 -7.03238
9 56.3126 90.9905 78.6722
10 -12.2771 70.1419 73.6678
3816 10
1 -67.9655 19.8898 17.4245
2 11.9179 18.1802 9.54296
3 54.4216 88.0605 79.1622
4 72.6849 73.4179 76.18
5 13.0005 18.3839 13.2736
6 18.2539 13.0642 17.0467
7 55.2751 95.4107 77.0765
8 58.9366 97.7705 -7.81039
9 55.2721 91.7853 78.866
10 -12.6438 70.0846 74.4729
3820 10
1 -67.7132 20.1736 17.9202
2 12.4482 18.5213 9.80136
3 55.0015 88.8279 78.8813
4 72.1518 73.895 76.2801
5 12.924 18.8227 14.021
6 18.0567 14.1068 17.602
7 56.4789 95.9474 76.3007
8 59.0132 98.1737 -7.96666
9 55.8199 92.287 78.0906
10 -13.2547 71.1577 74.3086
3824 10
1 -66.9556 20.2622 17.9507
2 12.4214 18.4807 9.87694
3 55.3031 89.0492 78.0339
4 71.4987 74.5154 76.6056
5 12.8439 19.3388 13.4194
6 18.0409 14.0915 17.7747
7 57.1843 96.3388 76.4206
8 59.8785 97.791 -8.09172
9 55.5021 92.9751 77.7501
10 -13.3633 71.3525 74.866
3828 10
1 -67.0649 20.5886 18.4717
2 13.1273 19.0522 9.94141
3 55.7426 88.7744 77.9492
4 71.302 75.2809 76.2922
5 13.1716 20.4533 13.8459
6 18.9713 15.2643 17.3949
7 57.2729 96.1851 77.1606
8 60.2106 97.6706 -7.71604
9 56.2858 92.5463 77.5454
10 -14.5734 72.0027 74.7684
3832 10
1 -67.3459 21.2897 18.3441
2 13.0263 20.154 9.94936
3 54.9508 88.6395 77.7714
4 70.9427 73.4813 77.0625
5 13.4355 20.9414 13.6171
6 18.9664 15.6477 18.0812
7 56.9588 95.3771 76.8759
8 59.5819 97.6037 -7.42291
9 56.142 92.3664 78.4324
10 -14.709 70.4076 75.1291
3836 10
1 -67.5259 21.857 18.8113
2 13.5877 21.479 9.82294
3 54.8049 88.6715 78.2376
4 70.6026 73.3082 77.2611
5 13.8768 21.6186 13.6081
6 19.0371 16.2622 18.3339
7 57.0392 95.3482 75.9581
8 60.1229 97.2166 -8.00502
9 55.5748 92.6842 77.1701
10 -15.0638 70.2273 75.5689
3840 10
1 -68.0463 22.0228 18.5712
2 13.5182 22.4605 9.70954
3 53.9842 88.9164 78.0217
4 69.2104 73.4678 77.7822
5 13.6207 22.7629 13.7458
6 18.7235 17.0132 17.5544
7 57.2237 94.6474 75.3818
8 58.9941 97.6901 -8.89339
9 55.4434 92.5825 76.4815
10 -16.1376 71.1398 75.9478
3844 10
1 -66.9003 22.1641 18.2593
2 13.8015 22.8826 10.077
3 53.915 88.9871 78.4026
4 68.9537 72.6569 78.697
5 14.01 23.471 13.9603
6 20.3341 17.2894 17.0085
7 56.6795 94.7083 74.706
8 59.0315 96.8881 -9.064
9 54.5333 92.7822 76.4644
10 -17.2338 71.3508 76.5461
3848 10
1 -67.0403 22.5547 18.0197
2 13.3882 23.1089 9.85491
3 54.1197 89.7477 78.7984
4 68.1636 72.7186 78.7013
5 14.6089 23.5687 13.7228
6 19.4779 17.1816 16.5898
7 57.0738 94.8378 75.0966
8 59.5063 97.0512 -9.20085
9 55.163 93.0512 76.7612
10 -17.9253 71.6484 76.7135
3852 10
1 -67.2784 22.0323 17.5672
2 12.5786 22.7923 10.0272
3 52.9968 90.666 79.2636
4 66.9935 72.9626 77.7713
5 14.432 22.9553 13.496
6 19.2121 16.7202 16.3428
7 57.0752 94.4454 74.9868
8 59.7985 96.5834 -9.10331
9 54.5431 93.8426 76.6094
10 -18.3174 71.8404 75.0835
3856 10
1 -68.0298 22.5016 16.8521
2 12.6895 23.6171 9.23391
3 52.5308 90.3246 78.0496
4 66.9542 72.8398 77.3912
5 13.8454 23.4382 12.5486
6 18.4808 17.6134 16.3319
7 56.9718 94.5562 74.8718
8 59.8674 96.8595 -9.50101
9 54.4405 93.6727 75.9982
10 -18.0649 71.8885 75.5534
3860 10
1 -67.3247 23.5004 16.1755
2 12.4661 23.9587 8.71451
3 51.8302 90.8606 77.5231
4 66.6932 73.0435 77.2883
5 13.9203 24.5851 11.7758
6 18.792 17.8693 15.5405
7 56.3224 95.4582 73.7322
8 59.9862 97.8683 -10.8563
9 53.5784 94.1005 75.6479
10 -18.1838 71.4846 75.3067
3864 10
1 -67.4296 24.052 16.2567
2 11.8779 24.6317 8.53432
3 51.6627 90.8949 76.7119
4 66.5582 72.159 77.6254
5 13.2082 24.2769 11.6797
6 18.9143 17.6793 15.6694
7 56.42 95.9588 74.4111
8 59.9939 97.9606 -10.0078
9 53.9994 93.6099 75.4396
10 -18.9084 70.0452 76.114
3868 10
1 -67.0793 24.1577 16.3344
2 13.147 25.0085 8.30879
3 51.1573 91.1643 76.9049
4 66.8113 72.0045 77.6454
5 14.1672 25.1522 11.975
6 19.6419 18.8922 15.5157
7 55.7187 96.5872 75.2433
8 60.3054 97.9501 -9.62123
9 53.2704 94.3794 76.2274
10 -18.6752 70.3946 75.576
3872 10
1 -67.4828 24.8031 15.8653
2 12.4201 25.6276 7.86715
3 50.5878 90.1975 77.3897
4 66.5458 73.0808 77.5204
5 13.2298 24.5957 11.1922
6 19.3212 19.1789 15.0705
7 54.9829 95.8619 75.3369
8 59.5917 96.7641 -8.81516
9 52.9695 93.617 76.683
10 -18.6591 70.9002 74.8702
3876 10
1 -68.2063 24.7568 15.7325
2 12.0904 24.8175 7.44852
3 50.2632 90.3329 77.293
4 65.4736 74.0214 76.7577
5 12.469 25.1745 10.9864
6 17.9351 18.5112 15.0126
7 55.0208 95.5883 75.0058
8 59.2715 96.1157 -8.61603
9 52.4508 93.8876 77.1945
10 -19.9477 70.5741 74.9798
3880 10
1 -68.5576 25.2946 15.6827
2 11.5899 25.1066 7.42852
3 51.0073 90.3595 78.0547
4 66.1595 72.9229 77.4582
5 12.3836 25.8482 11.2178
6 17.6866 19.1583 14.8848
7 55.1835 95.4063 74.8004
8 59.707 96.0285 -8.93029
9 53.1447 93.5405 77.2684
10 -19.0124 70.5258 75.2796
3884 10
1 -68.6736 25.5441 16.233
2 10.6383 25.9976 7.85585
3 51.5661 90.5037 78.2274
4 66.2854 71.6184 77.7666
5 11.9795 25.846 11.5683
6 17.1729 19.547 15.5175
7 55.3056 95.2314 75.3617
8 59.5131 96.1991 -8.46391
9 52.7339 93.5956 76.0975
10 -19.1474 70.0705 74.9846
3888 10
1 -68.5186 26.1718 15.8767
2 10.7838 26.2611 7.31047
3 51.5746 90.8385 78.3361
4 66.0842 71.352 77.8177
5 12.3435 25.8366 11.1346
6 16.9829 19.4367 15.2471
7 55.9584 95.3145 75.1699
8 59.6117 96.8086 -9.60721
9 53.5957 93.494 76.2032
10 -18.9487 69.6667 75.3844
3892 10
1 -68.1621 25.9723 15.1515
2 10.6313 25.3684 7.17032
3 50.7655 90.4632 77.3494
4 66.9785 71.0242 78.3373
5 11.9306 25.799 10.6854
6 17.3835 19.5028 14.4487
7 55.4968 94.3833 74.3531
8 59.0918 96.1788 -9.93996
9 52.9137 93.1459 75.2238
10 -18.3361 68.4701 75.7339
3896 10
1 -67.7407 26.7379 14.4124
2 11.291 25.595 6.35594
3 50.574 90.7203 77.5203
4 67.0051 70.948 78.7293
5 12.4687 26.9181 9.81093
6 17.7803 20.1908 13.3251
7 55.3791 94.0171 73.7107
8 59.0228 95.891 -10.6709
9 52.6549 93.0401 74.2336
10 -18.1358 67.8966 76.1877
3900 10
1 -67.6206 26.9275 14.3904
2 11.9113 25.2606 6.21714
3 50.2308 89.4286 77.9199
4 67.2734 71.181 78.7244
5 12.6128 27.0961 9.60751
6 18.1245 20.5772 13.1825
7 55.5569 93.6361 74.8429
8 59.2865 94.6892 -10.6121
9 52.95 92.6649 75.6933
10 -19.1099 69.1263 76.172
3904 10
1 -67.4617 27.2385 13.419
2 12.2351 26.1936 4.87029
3 51.553 89.3037 77.808
4 66.7862 70.6208 78.53
5 13.0484 26.5627 8.69287
6 18.6069 20.8238 11.7803
7 55.6544 94.4679 74.015
